codigo_dane,nombre,municipio,departamento,regla,status,date_start,date_end
"15693","Fiestas de Santa Rosa de Viterbo","Santa Rosa de Viterbo","Boyacá","sin_regla","pendiente","",""
"15696","Fiestas de Santa Sofía","Santa Sofía","Boyacá","sin_regla","pendiente","",""
"15720","Fiestas de Sativanorte","Sativanorte","Boyacá","sin_regla","pendiente","",""
"15723","Fiestas de Sativasur","Sativasur","Boyacá","sin_regla","pendiente","",""
"15740","Fiestas de Siachoque","Siachoque","Boyacá","sin_regla","pendiente","",""
"15753","Fiestas de Soatá","Soatá","Boyacá","sin_regla","pendiente","",""
"15757","Fiestas de Socha","Socha","Boyacá","sin_regla","pendiente","",""
"15755","Fiestas de Socotá","Socotá","Boyacá","sin_regla","pendiente","",""
"15759","Fiestas de Sogamoso","Sogamoso","Boyacá","sin_regla","pendiente","",""
"15761","Fiestas de Somondoco","Somondoco","Boyacá","sin_regla","pendiente","",""
"15762","Fiestas de Sora","Sora","Boyacá","sin_regla","pendiente","",""
"15764","Fiestas de Soracá","Soracá","Boyacá","sin_regla","pendiente","",""
"15763","Fiestas de Sotaquirá","Sotaquirá","Boyacá","sin_regla","pendiente","",""
"15774","Fiestas de Susacón","Susacón","Boyacá","sin_regla","pendiente","",""
"15776","Fiestas de Sutamarchán","Sutamarchán","Boyacá","sin_regla","pendiente","",""
"15778","Fiestas de Sutatenza","Sutatenza","Boyacá","sin_regla","pendiente","",""
"15790","Fiestas de Tasco","Tasco","Boyacá","sin_regla","pendiente","",""
"15798","Fiestas de Tenza","Tenza","Boyacá","sin_regla","pendiente","",""
"15804","Fiestas de Tibaná","Tibaná","Boyacá","sin_regla","pendiente","",""
"15806","Fiestas de Tibasosa","Tibasosa","Boyacá","sin_regla","pendiente","",""
"15808","Fiestas de Tinjacá","Tinjacá","Boyacá","sin_regla","pendiente","",""
"15810","Fiestas de Tipacoque","Tipacoque","Boyacá","sin_regla","pendiente","",""
"15814","Fiestas de Toca","Toca","Boyacá","sin_regla","pendiente","",""
"15816","Fiestas de Togüí","Togüí","Boyacá","sin_regla","pendiente","",""
"15820","Fiestas de Tópaga","Tópaga","Boyacá","sin_regla","pendiente","",""
"15822","Fiestas de Tota","Tota","Boyacá","sin_regla","pendiente","",""
"15001","Fiestas de Tunja","Tunja","Boyacá","sin_regla","pendiente","",""
"15832","Fiestas de Tununguá","Tununguá","Boyacá","sin_regla","pendiente","",""
"15835","Fiestas de Turmequé","Turmequé","Boyacá","sin_regla","pendiente","",""
"15837","Fiestas de Tuta","Tuta","Boyacá","sin_regla","pendiente","",""
"15839","Fiestas de Tutazá","Tutazá","Boyacá","sin_regla","pendiente","",""
"15842","Fiestas de Umbita","Umbita","Boyacá","sin_regla","pendiente","",""
"15861","Fiestas de Ventaquemada","Ventaquemada","Boyacá","sin_regla","pendiente","",""
"15407","Fiestas de Villa de Leyva","Villa de Leyva","Boyacá","sin_regla","pendiente","",""
"15879","Fiestas de Viracachá","Viracachá","Boyacá","sin_regla","pendiente","",""
"15897","Fiestas de Zetaquira","Zetaquira","Boyacá","sin_regla","pendiente","",""
"17013","Fiestas de Aguadas","Aguadas","Caldas","sin_regla","pendiente","",""
"17042","Fiestas de Anserma","Anserma","Caldas","sin_regla","pendiente","",""
"17050","Fiestas de Aranzazu","Aranzazu","Caldas","sin_regla","pendiente","",""
"17088","Fiestas de Belalcázar","Belalcázar","Caldas","sin_regla","pendiente","",""
"17174","Fiestas de Chinchiná","Chinchiná","Caldas","sin_regla","pendiente","",""
"17272","Fiestas de Filadelfia","Filadelfia","Caldas","sin_regla","pendiente","",""
"17380","Fiestas de La Dorada","La Dorada","Caldas","sin_regla","pendiente","",""
"17388","Fiestas de La Merced","La Merced","Caldas","sin_regla","pendiente","",""
"17001","Fiestas de Manizales","Manizales","Caldas","sin_regla","pendiente","",""
"17433","Fiestas de Manzanares","Manzanares","Caldas","sin_regla","pendiente","",""
"17442","Fiestas de Marmato","Marmato","Caldas","sin_regla","pendiente","",""
"17444","Fiestas de Marquetalia","Marquetalia","Caldas","sin_regla","pendiente","",""
"17446","Fiestas de Marulanda","Marulanda","Caldas","sin_regla","pendiente","",""
"17486","Fiestas de Neira","Neira","Caldas","sin_regla","pendiente","",""
"17495","Fiestas de Norcasia","Norcasia","Caldas","sin_regla","pendiente","",""
"17513","Fiestas de Pácora","Pácora","Caldas","sin_regla","pendiente","",""
"17524","Fiestas de Palestina","Palestina","Caldas","sin_regla","pendiente","",""
"17541","Fiestas de Pensilvania","Pensilvania","Caldas","sin_regla","pendiente","",""
"17614","Fiestas de Riosucio","Riosucio","Caldas","sin_regla","pendiente","",""
"17616","Fiestas de Risaralda","Risaralda","Caldas","sin_regla","pendiente","",""
"17653","Fiestas de Salamina","Salamina","Caldas","sin_regla","pendiente","",""
"17662","Fiestas de Samaná","Samaná","Caldas","sin_regla","pendiente","",""
"17665","Fiestas de San José","San José","Caldas","sin_regla","pendiente","",""
"17777","Fiestas de Supía","Supía","Caldas","sin_regla","pendiente","",""
"17867","Fiestas de Victoria","Victoria","Caldas","sin_regla","pendiente","",""
"17873","Fiestas de Villamaría","Villamaría","Caldas","sin_regla","pendiente","",""
"17877","Fiestas de Viterbo","Viterbo","Caldas","sin_regla","pendiente","",""
"18029","Fiestas de Albania","Albania","Caquetá","sin_regla","pendiente","",""
"18094","Fiestas de Belén de Los Andaquies","Belén de Los Andaquies","Caquetá","sin_regla","pendiente","",""
"18150","Fiestas de Cartagena del Chairá","Cartagena del Chairá","Caquetá","sin_regla","pendiente","",""
"18205","Fiestas de Curillo","Curillo","Caquetá","sin_regla","pendiente","",""
"18247","Fiestas de El Doncello","El Doncello","Caquetá","sin_regla","pendiente","",""
"18256","Fiestas de El Paujil","El Paujil","Caquetá","sin_regla","pendiente","",""
"18001","Fiestas de Florencia","Florencia","Caquetá","sin_regla","pendiente","",""
"18410","Fiestas de La Montañita","La Montañita","Caquetá","sin_regla","pendiente","",""
"18460","Fiestas de Milán","Milán","Caquetá","sin_regla","pendiente","",""
"18479","Fiestas de Morelia","Morelia","Caquetá","sin_regla","pendiente","",""
"18592","Fiestas de Puerto Rico","Puerto Rico","Caquetá","sin_regla","pendiente","",""
"18610","Fiestas de San José del Fragua","San José del Fragua","Caquetá","sin_regla","pendiente","",""
"18753","Fiestas de San Vicente del Caguán","San Vicente del Caguán","Caquetá","sin_regla","pendiente","",""
"18756","Fiestas de Solano","Solano","Caquetá","sin_regla","pendiente","",""
"18785","Fiestas de Solita","Solita","Caquetá","sin_regla","pendiente","",""
"18860","Fiestas de Valparaíso","Valparaíso","Caquetá","sin_regla","pendiente","",""
"85010","Fiestas de Aguazul","Aguazul","Casanare","sin_regla","pendiente","",""
"85015","Fiestas de Chameza","Chameza","Casanare","sin_regla","pendiente","",""
"85125","Fiestas de Hato Corozal","Hato Corozal","Casanare","sin_regla","pendiente","",""
"85136","Fiestas de La Salina","La Salina","Casanare","sin_regla","pendiente","",""
"85139","Fiestas de Maní","Maní","Casanare","sin_regla","pendiente","",""
"85162","Fiestas de Monterrey","Monterrey","Casanare","sin_regla","pendiente","",""
"85225","Fiestas de Nunchía","Nunchía","Casanare","sin_regla","pendiente","",""
"85230","Fiestas de Orocué","Orocué","Casanare","sin_regla","pendiente","",""
"85250","Fiestas de Paz de Ariporo","Paz de Ariporo","Casanare","sin_regla","pendiente","",""
"85263","Fiestas de Pore","Pore","Casanare","sin_regla","pendiente","",""
"85279","Fiestas de Recetor","Recetor","Casanare","sin_regla","pendiente","",""
"85300","Fiestas de Sabanalarga","Sabanalarga","Casanare","sin_regla","pendiente","",""
"85315","Fiestas de Sácama","Sácama","Casanare","sin_regla","pendiente","",""
"85325","Fiestas de San Luis de Palenque","San Luis de Palenque","Casanare","sin_regla","pendiente","",""
"85400","Fiestas de Támara","Támara","Casanare","sin_regla","pendiente","",""
"85410","Fiestas de Tauramena","Tauramena","Casanare","sin_regla","pendiente","",""
"85430","Fiestas de Trinidad","Trinidad","Casanare","sin_regla","pendiente","",""
"85440","Fiestas de Villanueva","Villanueva","Casanare","sin_regla","pendiente","",""
"85001","Fiestas de Yopal","Yopal","Casanare","sin_regla","pendiente","",""
"19022","Fiestas de Almaguer","Almaguer","Cauca","sin_regla","pendiente","",""
"19050","Fiestas de Argelia","Argelia","Cauca","sin_regla","pendiente","",""
"19075","Fiestas de Balboa","Balboa","Cauca","sin_regla","pendiente","",""
"19100","Fiestas de Bolívar","Bolívar","Cauca","sin_regla","pendiente","",""
"19110","Fiestas de Buenos Aires","Buenos Aires","Cauca","sin_regla","pendiente","",""
"19130","Fiestas de Cajibío","Cajibío","Cauca","sin_regla","pendiente","",""
"19137","Fiestas de Caldono","Caldono","Cauca","sin_regla","pendiente","",""
"19142","Fiestas de Caloto","Caloto","Cauca","sin_regla","pendiente","",""
"19212","Fiestas de Corinto","Corinto","Cauca","sin_regla","pendiente","",""
"19256","Fiestas de El Tambo","El Tambo","Cauca","sin_regla","pendiente","",""
"19290","Fiestas de Florencia","Florencia","Cauca","sin_regla","pendiente","",""
"19318","Fiestas de Guapi","Guapi","Cauca","sin_regla","pendiente","",""
"19355","Fiestas de Inzá","Inzá","Cauca","sin_regla","pendiente","",""
"19364","Fiestas de Jambaló","Jambaló","Cauca","sin_regla","pendiente","",""
"19392","Fiestas de La Sierra","La Sierra","Cauca","sin_regla","pendiente","",""
"19397","Fiestas de La Vega","La Vega","Cauca","sin_regla","pendiente","",""
"19418","Fiestas de López","López","Cauca","sin_regla","pendiente","",""
"19450","Fiestas de Mercaderes","Mercaderes","Cauca","sin_regla","pendiente","",""
"19455","Fiestas de Miranda","Miranda","Cauca","sin_regla","pendiente","",""
"19473","Fiestas de Morales","Morales","Cauca","sin_regla","pendiente","",""
"19513","Fiestas de Padilla","Padilla","Cauca","sin_regla","pendiente","",""
"19517","Fiestas de Paez","Paez","Cauca","sin_regla","pendiente","",""
"19532","Fiestas de Patía","Patía","Cauca","sin_regla","pendiente","",""
"19533","Fiestas de Piamonte","Piamonte","Cauca","sin_regla","pendiente","",""
"19548","Fiestas de Piendamó","Piendamó","Cauca","sin_regla","pendiente","",""
"19001","Fiestas de Popayán","Popayán","Cauca","sin_regla","pendiente","",""
"19573","Fiestas de Puerto Tejada","Puerto Tejada","Cauca","sin_regla","pendiente","",""
"19585","Fiestas de Puracé","Puracé","Cauca","sin_regla","pendiente","",""
"19622","Fiestas de Rosas","Rosas","Cauca","sin_regla","pendiente","",""
"19693","Fiestas de San Sebastián","San Sebastián","Cauca","sin_regla","pendiente","",""
"19698","Fiestas de Santander de Quilichao","Santander de Quilichao","Cauca","sin_regla","pendiente","",""
"19701","Fiestas de Santa Rosa","Santa Rosa","Cauca","sin_regla","pendiente","",""
"19743","Fiestas de Silvia","Silvia","Cauca","sin_regla","pendiente","",""
"19760","Fiestas de Sotara","Sotara","Cauca","sin_regla","pendiente","",""
"19780","Fiestas de Suárez","Suárez","Cauca","sin_regla","pendiente","",""
"19785","Fiestas de Sucre","Sucre","Cauca","sin_regla","pendiente","",""
"19807","Fiestas de Timbío","Timbío","Cauca","sin_regla","pendiente","",""
"19809","Fiestas de Timbiquí","Timbiquí","Cauca","sin_regla","pendiente","",""
"19821","Fiestas de Toribio","Toribio","Cauca","sin_regla","pendiente","",""
"19824","Fiestas de Totoró","Totoró","Cauca","sin_regla","pendiente","",""
"19845","Fiestas de Villa Rica","Villa Rica","Cauca","sin_regla","pendiente","",""
"20011","Fiestas de Aguachica","Aguachica","Cesar","sin_regla","pendiente","",""
"20013","Fiestas de Agustín Codazzi","Agustín Codazzi","Cesar","sin_regla","pendiente","",""
"20032","Fiestas de Astrea","Astrea","Cesar","sin_regla","pendiente","",""
"20045","Fiestas de Becerril","Becerril","Cesar","sin_regla","pendiente","",""
"20060","Fiestas de Bosconia","Bosconia","Cesar","sin_regla","pendiente","",""
"20175","Fiestas de Chimichagua","Chimichagua","Cesar","sin_regla","pendiente","",""
"20178","Fiestas de Chiriguaná","Chiriguaná","Cesar","sin_regla","pendiente","",""
"20228","Fiestas de Curumaní","Curumaní","Cesar","sin_regla","pendiente","",""
"20238","Fiestas de El Copey","El Copey","Cesar","sin_regla","pendiente","",""
"20250","Fiestas de El Paso","El Paso","Cesar","sin_regla","pendiente","",""
"20295","Fiestas de Gamarra","Gamarra","Cesar","sin_regla","pendiente","",""
"20310","Fiestas de González","González","Cesar","sin_regla","pendiente","",""
"20383","Fiestas de La Gloria","La Gloria","Cesar","sin_regla","pendiente","",""
"20400","Fiestas de La Jagua de Ibirico","La Jagua de Ibirico","Cesar","sin_regla","pendiente","",""
"20621","Fiestas de La Paz","La Paz","Cesar","sin_regla","pendiente","",""
"20443","Fiestas de Manaure","Manaure","Cesar","sin_regla","pendiente","",""
"20517","Fiestas de Pailitas","Pailitas","Cesar","sin_regla","pendiente","",""
"20550","Fiestas de Pelaya","Pelaya","Cesar","sin_regla","pendiente","",""
"20570","Fiestas de Pueblo Bello","Pueblo Bello","Cesar","sin_regla","pendiente","",""
"20614","Fiestas de Río de Oro","Río de Oro","Cesar","sin_regla","pendiente","",""
"20710","Fiestas de San Alberto","San Alberto","Cesar","sin_regla","pendiente","",""
"20750","Fiestas de San Diego","San Diego","Cesar","sin_regla","pendiente","",""
"20770","Fiestas de San Martín","San Martín","Cesar","sin_regla","pendiente","",""
"20787","Fiestas de Tamalameque","Tamalameque","Cesar","sin_regla","pendiente","",""
"20001","Fiestas de Valledupar","Valledupar","Cesar","sin_regla","pendiente","",""
"27006","Fiestas de Acandí","Acandí","Chocó","sin_regla","pendiente","",""
"27025","Fiestas de Alto Baudo","Alto Baudo","Chocó","sin_regla","pendiente","",""
"27050","Fiestas de Atrato","Atrato","Chocó","sin_regla","pendiente","",""
"27073","Fiestas de Bagadó","Bagadó","Chocó","sin_regla","pendiente","",""
"27075","Fiestas de Bahía Solano","Bahía Solano","Chocó","sin_regla","pendiente","",""
"27077","Fiestas de Bajo Baudó","Bajo Baudó","Chocó","sin_regla","pendiente","",""
"27086","Fiestas de Belén de Bajirá1","Belén de Bajirá1","Chocó","sin_regla","pendiente","",""
"27099","Fiestas de Bojaya","Bojaya","Chocó","sin_regla","pendiente","",""
"27150","Fiestas de Carmen del Darien","Carmen del Darien","Chocó","sin_regla","pendiente","",""
"27160","Fiestas de Cértegui","Cértegui","Chocó","sin_regla","pendiente","",""
"27205","Fiestas de Condoto","Condoto","Chocó","sin_regla","pendiente","",""
"27135","Fiestas de El Cantón del San Pablo","El Cantón del San Pablo","Chocó","sin_regla","pendiente","",""
"27245","Fiestas de El Carmen de Atrato","El Carmen de Atrato","Chocó","sin_regla","pendiente","",""
"27250","Fiestas de El Litoral del San Juan","El Litoral del San Juan","Chocó","sin_regla","pendiente","",""
"27361","Fiestas de Istmina","Istmina","Chocó","sin_regla","pendiente","",""
"27372","Fiestas de Juradó","Juradó","Chocó","sin_regla","pendiente","",""
"27413","Fiestas de Lloró","Lloró","Chocó","sin_regla","pendiente","",""
"27425","Fiestas de Medio Atrato","Medio Atrato","Chocó","sin_regla","pendiente","",""
"27430","Fiestas de Medio Baudó","Medio Baudó","Chocó","sin_regla","pendiente","",""
"27450","Fiestas de Medio San Juan","Medio San Juan","Chocó","sin_regla","pendiente","",""
"27491","Fiestas de Nóvita","Nóvita","Chocó","sin_regla","pendiente","",""
"27495","Fiestas de Nuquí","Nuquí","Chocó","sin_regla","pendiente","",""
"27001","Fiestas de Quibdó","Quibdó","Chocó","sin_regla","pendiente","",""
"27580","Fiestas de Río Iro","Río Iro","Chocó","sin_regla","pendiente","",""
"27600","Fiestas de Río Quito","Río Quito","Chocó","sin_regla","pendiente","",""
"27615","Fiestas de Riosucio","Riosucio","Chocó","sin_regla","pendiente","",""
"27660","Fiestas de San José del Palmar","San José del Palmar","Chocó","sin_regla","pendiente","",""
"27745","Fiestas de Sipí","Sipí","Chocó","sin_regla","pendiente","",""
"27787","Fiestas de Tadó","Tadó","Chocó","sin_regla","pendiente","",""
"27800","Fiestas de Unguía","Unguía","Chocó","sin_regla","pendiente","",""
"27810","Fiestas de Unión Panamericana","Unión Panamericana","Chocó","sin_regla","pendiente","",""
"23068","Fiestas de Ayapel","Ayapel","Córdoba","sin_regla","pendiente","",""
"23079","Fiestas de Buenavista","Buenavista","Córdoba","sin_regla","pendiente","",""
"23090","Fiestas de Canalete","Canalete","Córdoba","sin_regla","pendiente","",""
"23162","Fiestas de Cereté","Cereté","Córdoba","sin_regla","pendiente","",""
"23168","Fiestas de Chimá","Chimá","Córdoba","sin_regla","pendiente","",""
"23182","Fiestas de Chinú","Chinú","Córdoba","sin_regla","pendiente","",""
"23189","Fiestas de Ciénaga de Oro","Ciénaga de Oro","Córdoba","sin_regla","pendiente","",""
"23300","Fiestas de Cotorra","Cotorra","Córdoba","sin_regla","pendiente","",""
"23350","Fiestas de La Apartada","La Apartada","Córdoba","sin_regla","pendiente","",""
"23417","Fiestas de Lorica","Lorica","Córdoba","sin_regla","pendiente","",""
"23419","Fiestas de Los Córdobas","Los Córdobas","Córdoba","sin_regla","pendiente","",""
"23464","Fiestas de Momil","Momil","Córdoba","sin_regla","pendiente","",""
"23500","Fiestas de Moñitos","Moñitos","Córdoba","sin_regla","pendiente","",""
"23466","Fiestas de Montelíbano","Montelíbano","Córdoba","sin_regla","pendiente","",""
"23001","Fiestas de Montería","Montería","Córdoba","sin_regla","pendiente","",""
"23555","Fiestas de Planeta Rica","Planeta Rica","Córdoba","sin_regla","pendiente","",""
"23570","Fiestas de Pueblo Nuevo","Pueblo Nuevo","Córdoba","sin_regla","pendiente","",""
"23574","Fiestas de Puerto Escondido","Puerto Escondido","Córdoba","sin_regla","pendiente","",""
"23580","Fiestas de Puerto Libertador","Puerto Libertador","Córdoba","sin_regla","pendiente","",""
"23586","Fiestas de Purísima","Purísima","Córdoba","sin_regla","pendiente","",""
"23660","Fiestas de Sahagún","Sahagún","Córdoba","sin_regla","pendiente","",""
"23670","Fiestas de San Andrés Sotavento","San Andrés Sotavento","Córdoba","sin_regla","pendiente","",""
"23672","Fiestas de San Antero","San Antero","Córdoba","sin_regla","pendiente","",""
"23675","Fiestas de San Bernardo del Viento","San Bernardo del Viento","Córdoba","sin_regla","pendiente","",""
"23678","Fiestas de San Carlos","San Carlos","Córdoba","sin_regla","pendiente","",""
"23686","Fiestas de San Pelayo","San Pelayo","Córdoba","sin_regla","pendiente","",""
"23807","Fiestas de Tierralta","Tierralta","Córdoba","sin_regla","pendiente","",""
"23855","Fiestas de Valencia","Valencia","Córdoba","sin_regla","pendiente","",""
"94343","Fiestas de Barranco Minas","Barranco Minas","Guainía","sin_regla","pendiente","",""
"94886","Fiestas de Cacahual","Cacahual","Guainía","sin_regla","pendiente","",""
"94001","Fiestas de Inirida","Inírida","Guainía","sin_regla","pendiente","",""
"94885","Fiestas de La Guadalupe","La Guadalupe","Guainía","sin_regla","pendiente","",""
"94663","Fiestas de Mapiripana","Mapiripana","Guainía","sin_regla","pendiente","",""
"94888","Fiestas de Morichal","Morichal","Guainía","sin_regla","pendiente","",""
"94887","Fiestas de Pana Pana","Pana Pana","Guainía","sin_regla","pendiente","",""
"94884","Fiestas de Puerto Colombia","Puerto Colombia","Guainía","sin_regla","pendiente","",""
"94883","Fiestas de San Felipe","San Felipe","Guainía","sin_regla","pendiente","",""
"95015","Fiestas de Calamar","Calamar","Guaviare","sin_regla","pendiente","",""
"95025","Fiestas de El Retorno","El Retorno","Guaviare","sin_regla","pendiente","",""
"95200","Fiestas de Miraflores","Miraflores","Guaviare","sin_regla","pendiente","",""
"95001","Fiestas de San Jose del Guaviare","San José del Guaviare","Guaviare","sin_regla","pendiente","",""
"41006","Fiestas de Acevedo","Acevedo","Huila","sin_regla","pendiente","",""
"41013","Fiestas de Agrado","Agrado","Huila","sin_regla","pendiente","",""
"41016","Fiestas de Aipe","Aipe","Huila","sin_regla","pendiente","",""
"41020","Fiestas de Algeciras","Algeciras","Huila","sin_regla","pendiente","",""
"41026","Fiestas de Altamira","Altamira","Huila","sin_regla","pendiente","",""
"41078","Fiestas de Baraya","Baraya","Huila","sin_regla","pendiente","",""
"41132","Fiestas de Campoalegre","Campoalegre","Huila","sin_regla","pendiente","",""
"41206","Fiestas de Colombia","Colombia","Huila","sin_regla","pendiente","",""
"41244","Fiestas de Elías","Elías","Huila","sin_regla","pendiente","",""
"41298","Fiestas de Garzón","Garzón","Huila","sin_regla","pendiente","",""
"41306","Fiestas de Gigante","Gigante","Huila","sin_regla","pendiente","",""
"41319","Fiestas de Guadalupe","Guadalupe","Huila","sin_regla","pendiente","",""
"41349","Fiestas de Hobo","Hobo","Huila","sin_regla","pendiente","",""
"41357","Fiestas de Iquira","Iquira","Huila","sin_regla","pendiente","",""
"41359","Fiestas de Isnos","Isnos","Huila","sin_regla","pendiente","",""
"41378","Fiestas de La Argentina","La Argentina","Huila","sin_regla","pendiente","",""
"41396","Fiestas de La Plata","La Plata","Huila","sin_regla","pendiente","",""
"41483","Fiestas de Nátaga","Nátaga","Huila","sin_regla","pendiente","",""
"41001","Fiestas de Neiva","Neiva","Huila","sin_regla","pendiente","",""
"41503","Fiestas de Oporapa","Oporapa","Huila","sin_regla","pendiente","",""
"41518","Fiestas de Paicol","Paicol","Huila","sin_regla","pendiente","",""
"41524","Fiestas de Palermo","Palermo","Huila","sin_regla","pendiente","",""
"41530","Fiestas de Palestina","Palestina","Huila","sin_regla","pendiente","",""
"41548","Fiestas de Pital","Pital","Huila","sin_regla","pendiente","",""
"41551","Fiestas de Pitalito","Pitalito","Huila","sin_regla","pendiente","",""
"41615","Fiestas de Rivera","Rivera","Huila","sin_regla","pendiente","",""
"41660","Fiestas de Saladoblanco","Saladoblanco","Huila","sin_regla","pendiente","",""
"41668","Fiestas de San Agustín","San Agustín","Huila","sin_regla","pendiente","",""
"41676","Fiestas de Santa María","Santa María","Huila","sin_regla","pendiente","",""
"41770","Fiestas de Suaza","Suaza","Huila","sin_regla","pendiente","",""
"41791","Fiestas de Tarqui","Tarqui","Huila","sin_regla","pendiente","",""
"41799","Fiestas de Tello","Tello","Huila","sin_regla","pendiente","",""
"41801","Fiestas de Teruel","Teruel","Huila","sin_regla","pendiente","",""
"41797","Fiestas de Tesalia","Tesalia","Huila","sin_regla","pendiente","",""
"41807","Fiestas de Timaná","Timaná","Huila","sin_regla","pendiente","",""
"41872","Fiestas de Villavieja","Villavieja","Huila","sin_regla","pendiente","",""
"41885","Fiestas de Yaguará","Yaguará","Huila","sin_regla","pendiente","",""
"44035","Fiestas de Albania","Albania","La Guajira","sin_regla","pendiente","",""
"44078","Fiestas de Barrancas","Barrancas","La Guajira","sin_regla","pendiente","",""
