codigo_dane,departamento,municipio,subregion,provincia,categoria_municipal,cabecera_municipal,poblacion,altitud_ms_nm,temperatura_promedio,superficie_km2,latitud,longitud,anio_fundacion,gentilicio,festival_principal,fecha_inicio,fecha_fin,descripcion_festival,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3,fuente_datos,estado_enriquecimiento,observaciones
54520,Norte De Santander,Pamplonita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54553,Norte De Santander,Puerto Santander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54599,Norte De Santander,Ragonvalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54660,Norte De Santander,Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54670,Norte De Santander,San Calixto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54673,Norte De Santander,San Cayetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54680,Norte De Santander,Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54720,Norte De Santander,Sardinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54743,Norte De Santander,Silos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54800,Norte De Santander,Teorama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54810,Norte De Santander,Tibú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54820,Norte De Santander,Toledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54871,Norte De Santander,Villa Caro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54874,Norte De Santander,Villa del Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63001,Quindio,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63111,Quindio,Buenavista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63130,Quindio,Calarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63190,Quindio,Circasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63212,Quindio,Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63272,Quindio,Filandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63302,Quindio,Génova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63401,Quindio,La Tebaida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63470,Quindio,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63548,Quindio,Pijao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63594,Quindio,Quimbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
63690,Quindio,Salento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66001,Risaralda,Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66045,Risaralda,Apía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66075,Risaralda,Balboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66088,Risaralda,Belén de Umbría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66170,Risaralda,Dosquebradas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66318,Risaralda,Guática,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66383,Risaralda,La Celia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66400,Risaralda,La Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66440,Risaralda,Marsella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66456,Risaralda,Mistrató,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66572,Risaralda,Pueblo Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66594,Risaralda,Quinchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66682,Risaralda,Santa Rosa de Cabal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
66687,Risaralda,Santuario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68001,Santander,Bucaramanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68013,Santander,Aguada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68020,Santander,Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68051,Santander,Aratoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68077,Santander,Barbosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68079,Santander,Barichara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68081,Santander,Barrancabermeja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68092,Santander,Betulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68101,Santander,Bolívar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68121,Santander,Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68132,Santander,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68147,Santander,Capitanejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68152,Santander,Carcasí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68160,Santander,Cepitá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68162,Santander,Cerrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68167,Santander,Charalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68169,Santander,Charta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68176,Santander,Chima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68179,Santander,Chipatá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68190,Santander,Cimitarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68207,Santander,Concepción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68209,Santander,Confines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68211,Santander,Contratación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68217,Santander,Coromoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68229,Santander,Curití,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68235,Santander,El Carmen de Chucurí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68245,Santander,El Guacamayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68250,Santander,El Peñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68255,Santander,El Playón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68264,Santander,Encino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68266,Santander,Enciso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68271,Santander,Florián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68276,Santander,Floridablanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68296,Santander,Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68298,Santander,Gambita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68307,Santander,Girón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68318,Santander,Guaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68320,Santander,Guadalupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68322,Santander,Guapotá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68324,Santander,Guavatá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68327,Santander,Güepsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68344,Santander,Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68368,Santander,Jesús María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68370,Santander,Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68377,Santander,La Belleza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68385,Santander,Landázuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68397,Santander,La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68406,Santander,Lebríja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68418,Santander,Los Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68425,Santander,Macaravita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68432,Santander,Málaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68444,Santander,Matanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68464,Santander,Mogotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68468,Santander,Molagavita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68498,Santander,Ocamonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68500,Santander,Oiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68502,Santander,Onzaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68522,Santander,Palmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68524,Santander,Palmas del Socorro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68533,Santander,Páramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68547,Santander,Piedecuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68549,Santander,Pinchote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68572,Santander,Puente Nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68573,Santander,Puerto Parra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68575,Santander,Puerto Wilches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68615,Santander,Rionegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68655,Santander,Sabana de Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68669,Santander,San Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68673,Santander,San Benito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68679,Santander,San Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68682,Santander,San Joaquín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68684,Santander,San José de Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68686,Santander,San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68689,Santander,San Vicente de Chucurí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68705,Santander,Santa Bárbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68720,Santander,Santa Helena del Opón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68745,Santander,Simacota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68755,Santander,Socorro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68770,Santander,Suaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68773,Santander,Sucre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68780,Santander,Suratá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68820,Santander,Tona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68855,Santander,Valle de San José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68861,Santander,Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68867,Santander,Vetas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68872,Santander,Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
68895,Santander,Zapatoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70001,Sucre,Sincelejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70110,Sucre,Buenavista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70124,Sucre,Caimito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70204,Sucre,Coloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70215,Sucre,Corozal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70221,Sucre,Coveñas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70230,Sucre,Chalán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70233,Sucre,El Roble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70235,Sucre,Galeras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70265,Sucre,Guaranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70400,Sucre,La Unión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70418,Sucre,Los Palmitos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70429,Sucre,Majagual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70473,Sucre,Morroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70508,Sucre,Ovejas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70523,Sucre,Palmito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70670,Sucre,Sampués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70678,Sucre,San Benito Abad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70702,Sucre,San Juan de Betulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70708,Sucre,San Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70713,Sucre,San Onofre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70717,Sucre,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70742,Sucre,San Luis de Sincé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70771,Sucre,Sucre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70820,Sucre,Santiago de Tolú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
70823,Sucre,Tolú Viejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73001,Tolima,Ibagué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73024,Tolima,Alpujarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73026,Tolima,Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73030,Tolima,Ambalema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73043,Tolima,Anzoátegui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73055,Tolima,Armero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73067,Tolima,Ataco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73124,Tolima,Cajamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73148,Tolima,Carmen de Apicalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73152,Tolima,Casabianca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73168,Tolima,Chaparral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73200,Tolima,Coello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73217,Tolima,Coyaima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73226,Tolima,Cunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73236,Tolima,Dolores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73268,Tolima,Espinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73270,Tolima,Falan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73275,Tolima,Flandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73283,Tolima,Fresno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73319,Tolima,Guamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73347,Tolima,Herveo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73349,Tolima,Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73352,Tolima,Icononzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73408,Tolima,Lérida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73411,Tolima,Líbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73443,Tolima,Mariquita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73449,Tolima,Melgar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73461,Tolima,Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73483,Tolima,Natagaima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73504,Tolima,Ortega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73520,Tolima,Palocabildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73547,Tolima,Piedras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73555,Tolima,Planadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73563,Tolima,Prado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73585,Tolima,Purificación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73616,Tolima,Rioblanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73622,Tolima,Roncesvalles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73624,Tolima,Rovira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73671,Tolima,Saldaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73675,Tolima,San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73678,Tolima,San Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73686,Tolima,Santa Isabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73770,Tolima,Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73854,Tolima,Valle de San Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73861,Tolima,Venadillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73870,Tolima,Villahermosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
73873,Tolima,Villarrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76001,Valle Del Cauca,Cali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76020,Valle Del Cauca,Alcalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76036,Valle Del Cauca,Andalucía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76041,Valle Del Cauca,Ansermanuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76054,Valle Del Cauca,Argelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76100,Valle Del Cauca,Bolívar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76109,Valle Del Cauca,Buenaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76111,Valle Del Cauca,Guadalajara de Buga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76113,Valle Del Cauca,Bugalagrande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76122,Valle Del Cauca,Caicedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76126,Valle Del Cauca,Calima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76130,Valle Del Cauca,Candelaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76147,Valle Del Cauca,Cartago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76233,Valle Del Cauca,Dagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76243,Valle Del Cauca,El Águila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76246,Valle Del Cauca,El Cairo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76248,Valle Del Cauca,El Cerrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76250,Valle Del Cauca,El Dovio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76275,Valle Del Cauca,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76306,Valle Del Cauca,Ginebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76318,Valle Del Cauca,Guacarí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76364,Valle Del Cauca,Jamundí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76377,Valle Del Cauca,La Cumbre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76400,Valle Del Cauca,La Unión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76403,Valle Del Cauca,La Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76497,Valle Del Cauca,Obando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76520,Valle Del Cauca,Palmira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76563,Valle Del Cauca,Pradera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76606,Valle Del Cauca,Restrepo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76616,Valle Del Cauca,Riofrío,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76622,Valle Del Cauca,Roldanillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76670,Valle Del Cauca,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76736,Valle Del Cauca,Sevilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76823,Valle Del Cauca,Toro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76828,Valle Del Cauca,Trujillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76834,Valle Del Cauca,Tuluá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76845,Valle Del Cauca,Ulloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76863,Valle Del Cauca,Versalles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76869,Valle Del Cauca,Vijes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76890,Valle Del Cauca,Yotoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76892,Valle Del Cauca,Yumbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
76895,Valle Del Cauca,Zarzal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
81001,Arauca,Arauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
81065,Arauca,Arauquita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
81220,Arauca,Cravo Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
81300,Arauca,Fortul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
81591,Arauca,Puerto Rondón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
81736,Arauca,Saravena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
81794,Arauca,Tame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85001,Casanare,Yopal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85010,Casanare,Aguazul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85015,Casanare,Chameza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85125,Casanare,Hato Corozal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85136,Casanare,La Salina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85139,Casanare,Maní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85162,Casanare,Monterrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85225,Casanare,Nunchía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85230,Casanare,Orocué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85250,Casanare,Paz de Ariporo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85263,Casanare,Pore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85279,Casanare,Recetor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85300,Casanare,Sabanalarga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85315,Casanare,Sácama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85325,Casanare,San Luis de Palenque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85400,Casanare,Támara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85410,Casanare,Tauramena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85430,Casanare,Trinidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
85440,Casanare,Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
86001,Putumayo,Mocoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
86219,Putumayo,Colón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
86320,Putumayo,Orito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
86568,Putumayo,Puerto Asís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
86569,Putumayo,Puerto Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
86571,Putumayo,Puerto Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
86573,Putumayo,Leguízamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
86749,Putumayo,Sibundoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
86755,Putumayo,San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
